municipios,Total,Abacate,Algodão arbóreo (em caroço),Açaí,Azeitona,Banana (cacho),Borracha (látex coagulado),Borracha (látex líquido),Cacau (em amêndoa),Café (em grão) Total,Café (em grão) Arábica,Café (em grão) Canephora,Caju,Caqui,Castanha de caju,Chá da índia (folha verde),Coco da baía*,Dendê (cacho de coco),Erva mate (folha verde),Figo,Goiaba,Guaraná (semente),Laranja,Limão,Maçã,Mamão,Manga,Maracujá,Marmelo,Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta do reino,Sisal ou agave (fibra),Tangerina,Tungue (fruto seco),Urucum (semente),Uva
Varzelândia,15,-,-,-,-,4,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,5,-,-,-
Vazante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verdelândia,1301,-,-,-,-,1230,-,0,-,-,-,-,0,-,-,-,4,-,-,-,-,-,-,7,-,5,55,-,-,-,-,-,-,-,-,-,-,-,-
Veredinha,150,-,-,-,-,3,-,0,-,140,140,-,0,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Veríssimo,22,-,-,-,-,6,6,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,4,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-
Vermelho Novo,2274,1,-,-,-,12,15,0,-,2244,2240,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-
Vespasiano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viçosa,871,-,-,-,-,20,-,0,-,825,825,-,0,-,-,-,-,-,-,-,6,-,7,4,-,-,-,5,-,-,2,-,-,-,-,2,-,-,-
Vieiras,692,-,-,-,2,40,-,0,-,650,650,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mathias Lobato,9,-,-,-,-,4,5,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virgem da Lapa,6,-,-,-,-,3,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
Virgínia,383,19,-,-,-,12,-,0,-,50,50,-,0,14,-,-,-,-,-,40,14,-,12,10,4,-,5,-,-,-,-,20,120,-,-,63,-,-,-
Virginópolis,105,-,-,-,-,19,-,0,-,80,80,-,0,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virgolândia,59,-,-,-,-,25,-,0,-,22,10,12,0,-,-,-,10,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Visconde do Rio Branco,415,-,-,-,-,35,-,0,-,3,3,-,0,-,-,-,8,-,-,-,60,-,160,3,-,-,120,16,-,-,-,-,-,-,-,10,-,-,-
Volta Grande,9,1,-,-,-,8,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wenceslau Braz,8,-,-,-,6,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Fonte: IBGE - Produção Agrícola Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
